name,description,category_id,email,phone,website,address,city,country,postal_code,latitude,longitude,monday_hours,tuesday_hours,wednesday_hours,thursday_hours,friday_hours,saturday_hours,sunday_hours,is_active,is_public,is_featured,is_verified
Sleep Szeged,"Quality hostels services in Szeged, Hungary. Professional and reliable business serving the local community.",19,info@sleepszeged.com,+75-916-1364,https://www.sleepszeged.com,362 High Street,Szeged,Hungary,19444,63.171938,27.521198,9:00-17:00,9:00-17:00,9:00-17:00,9:00-17:00,9:00-17:00,10:00-16:00,Closed,true,true,false,false
Hostel Waterford,"Quality hostels services in Waterford, Ireland. Professional and reliable business serving the local community.",19,info@hostelwaterford.com,+73-415-2257,https://www.hostelwaterford.com,55 King Street,Waterford,Ireland,79101,45.586797,-1.894105,9:00-17:00,9:00-17:00,9:00-17:00,9:00-17:00,9:00-17:00,10:00-16:00,Closed,true,true,false,false
Sleep Milan,"Quality hostels services in Milan, Italy. Professional and reliable business serving the local community.",19,info@sleepmilan.com,+80-437-8957,https://www.sleepmilan.com,926 Main Street,Milan,Italy,10959,59.587296,25.994643,9:00-17:00,9:00-17:00,9:00-17:00,9:00-17:00,9:00-17:00,10:00-16:00,Closed,true,true,false,false
Sleep Riga,"Quality hostels services in Riga, Latvia. Professional and reliable business serving the local community.",19,info@sleepriga.com,+53-761-1050,https://www.sleepriga.com,380 High Street,Riga,Latvia,17158,40.375591,22.963082,9:00-17:00,9:00-17:00,9:00-17:00,9:00-17:00,9:00-17:00,10:00-16:00,Closed,true,true,false,true
Stay Šiauliai,"Quality hostels services in Šiauliai, Lithuania. Professional and reliable business serving the local community.",19,info@stayšiauliai.com,+37-742-4986,https://www.stayšiauliai.com,432 Church Street,Šiauliai,Lithuania,63525,44.727479,-9.694531,9:00-17:00,9:00-17:00,9:00-17:00,9:00-17:00,9:00-17:00,10:00-16:00,Closed,true,true,false,false
Hostel Dudelange,"Quality hostels services in Dudelange, Luxembourg. Professional and reliable business serving the local community.",19,info@hosteldudelange.com,+63-144-4111,https://www.hosteldudelange.com,720 Queen Street,Dudelange,Luxembourg,45196,43.8712,20.668464,9:00-17:00,9:00-17:00,9:00-17:00,9:00-17:00,9:00-17:00,10:00-16:00,Closed,true,true,false,false
Hostel St. Julian's,"Quality hostels services in St. Julian's, Malta. Professional and reliable business serving the local community.",19,info@hostelst.julian's.com,+84-430-2585,https://www.hostelst.julian's.com,510 Church Street,St. Julian's,Malta,58611,49.228737,-5.649753,9:00-17:00,9:00-17:00,9:00-17:00,9:00-17:00,9:00-17:00,10:00-16:00,Closed,true,true,false,false
Stay Łódź,"Quality hostels services in Łódź, Poland. Professional and reliable business serving the local community.",19,info@stayłódź.com,+85-817-9934,https://www.stayłódź.com,410 High Street,Łódź,Poland,14973,39.639987,23.796216,9:00-17:00,9:00-17:00,9:00-17:00,9:00-17:00,9:00-17:00,10:00-16:00,Closed,true,true,false,true
Iași Inn,"Quality hostels services in Iași, Romania. Professional and reliable business serving the local community.",19,info@iașiinn.com,+79-832-6631,https://www.iașiinn.com,199 Church Street,Iași,Romania,40505,54.990747,-0.371585,9:00-17:00,9:00-17:00,9:00-17:00,9:00-17:00,9:00-17:00,10:00-16:00,Closed,true,true,false,false
Rest Žilina,"Quality hostels services in Žilina, Slovakia. Professional and reliable business serving the local community.",19,info@restžilina.com,+71-975-9969,https://www.restžilina.com,439 King Street,Žilina,Slovakia,31638,58.63093,18.475442,9:00-17:00,9:00-17:00,9:00-17:00,9:00-17:00,9:00-17:00,10:00-16:00,Closed,true,true,false,false
Sleep Velenje,"Quality hostels services in Velenje, Slovenia. Professional and reliable business serving the local community.",19,info@sleepvelenje.com,+91-134-2566,https://www.sleepvelenje.com,188 Queen Street,Velenje,Slovenia,51695,50.228141,6.09898,9:00-17:00,9:00-17:00,9:00-17:00,9:00-17:00,9:00-17:00,10:00-16:00,Closed,true,true,false,true
Rest Uppsala,"Quality hostels services in Uppsala, Sweden. Professional and reliable business serving the local community.",19,info@restuppsala.com,+70-350-1339,https://www.restuppsala.com,227 Church Street,Uppsala,Sweden,77003,37.362356,0.689709,9:00-17:00,9:00-17:00,9:00-17:00,9:00-17:00,9:00-17:00,10:00-16:00,Closed,true,true,false,false
Hotel Vienna,"Quality hotel services in Vienna, Austria. Professional and reliable business serving the local community.",14,info@hotelvienna.com,+71-858-3782,https://www.hotelvienna.com,932 Queen Street,Vienna,Austria,54851,59.225142,10.78585,9:00-17:00,9:00-17:00,9:00-17:00,9:00-17:00,9:00-17:00,10:00-16:00,Closed,true,true,false,true
Stay Ruse,"Quality hotel services in Ruse, Bulgaria. Professional and reliable business serving the local community.",14,info@stayruse.com,+34-643-2103,https://www.stayruse.com,201 Church Street,Ruse,Bulgaria,40812,53.67624,4.247162,9:00-17:00,9:00-17:00,9:00-17:00,9:00-17:00,9:00-17:00,10:00-16:00,Closed,true,true,false,true
Lodge Zagreb,"Quality hotel services in Zagreb, Croatia. Professional and reliable business serving the local community.",14,info@lodgezagreb.com,+76-644-1200,https://www.lodgezagreb.com,844 King Street,Zagreb,Croatia,77249,63.180146,9.293576,9:00-17:00,9:00-17:00,9:00-17:00,9:00-17:00,9:00-17:00,10:00-16:00,Closed,true,true,false,false
Hotel Famagusta,"Quality hotel services in Famagusta, Cyprus. Professional and reliable business serving the local community.",14,info@hotelfamagusta.com,+48-349-1882,https://www.hotelfamagusta.com,127 Main Street,Famagusta,Cyprus,44941,47.124404,27.388866,9:00-17:00,9:00-17:00,9:00-17:00,9:00-17:00,9:00-17:00,10:00-16:00,Closed,true,true,false,true
Lodge Liberec,"Quality hotel services in Liberec, Czech Republic. Professional and reliable business serving the local community.",14,info@lodgeliberec.com,+39-519-8898,https://www.lodgeliberec.com,187 Queen Street,Liberec,Czech Republic,18135,58.260231,9.408098,9:00-17:00,9:00-17:00,9:00-17:00,9:00-17:00,9:00-17:00,10:00-16:00,Closed,true,true,false,false
Hotel Aarhus,"Quality hotel services in Aarhus, Denmark. Professional and reliable business serving the local community.",14,info@hotelaarhus.com,+32-647-3636,https://www.hotelaarhus.com,181 Queen Street,Aarhus,Denmark,75313,45.075294,6.037098,9:00-17:00,9:00-17:00,9:00-17:00,9:00-17:00,9:00-17:00,10:00-16:00,Closed,true,true,false,false
Hotel Pärnu,"Quality hotel services in Pärnu, Estonia. Professional and reliable business serving the local community.",14,info@hotelpärnu.com,+60-159-8944,https://www.hotelpärnu.com,850 Church Street,Pärnu,Estonia,32337,35.286127,25.911191,9:00-17:00,9:00-17:00,9:00-17:00,9:00-17:00,9:00-17:00,10:00-16:00,Closed,true,true,false,true
Helsinki Resort,"Quality hotel services in Helsinki, Finland. Professional and reliable business serving the local community.",14,info@helsinkiresort.com,+36-654-9451,https://www.helsinkiresort.com,427 Church Street,Helsinki,Finland,90188,58.037095,16.467917,9:00-17:00,9:00-17:00,9:00-17:00,9:00-17:00,9:00-17:00,10:00-16:00,Closed,true,true,false,true
Stay Thessaloniki,"Quality hotel services in Thessaloniki, Greece. Professional and reliable business serving the local community.",14,info@staythessaloniki.com,+80-579-8543,https://www.staythessaloniki.com,997 Main Street,Thessaloniki,Greece,65809,41.209056,3.279716,9:00-17:00,9:00-17:00,9:00-17:00,9:00-17:00,9:00-17:00,10:00-16:00,Closed,true,true,false,false
Stay Szeged,"Quality hotel services in Szeged, Hungary. Professional and reliable business serving the local community.",14,info@stayszeged.com,+67-446-9895,https://www.stayszeged.com,691 High Street,Szeged,Hungary,27031,55.374181,17.586637,9:00-17:00,9:00-17:00,9:00-17:00,9:00-17:00,9:00-17:00,10:00-16:00,Closed,true,true,false,true
Hotel Waterford,"Quality hotel services in Waterford, Ireland. Professional and reliable business serving the local community.",14,info@hotelwaterford.com,+70-197-1137,https://www.hotelwaterford.com,352 Main Street,Waterford,Ireland,22583,60.613574,6.839431,9:00-17:00,9:00-17:00,9:00-17:00,9:00-17:00,9:00-17:00,10:00-16:00,Closed,true,true,false,false
Stay Naples,"Quality hotel services in Naples, Italy. Professional and reliable business serving the local community.",14,info@staynaples.com,+97-787-8622,https://www.staynaples.com,409 Main Street,Naples,Italy,83479,36.457915,-7.300356,9:00-17:00,9:00-17:00,9:00-17:00,9:00-17:00,9:00-17:00,10:00-16:00,Closed,true,true,false,false
Lodge Liepāja,"Quality hotel services in Liepāja, Latvia. Professional and reliable business serving the local community.",14,info@lodgeliepāja.com,+49-802-9294,https://www.lodgeliepāja.com,49 Main Street,Liepāja,Latvia,25324,46.433047,-7.034183,9:00-17:00,9:00-17:00,9:00-17:00,9:00-17:00,9:00-17:00,10:00-16:00,Closed,true,true,false,true
Kaunas Resort,"Quality hotel services in Kaunas, Lithuania. Professional and reliable business serving the local community.",14,info@kaunasresort.com,+30-477-9699,https://www.kaunasresort.com,749 Main Street,Kaunas,Lithuania,77893,40.875815,23.415842,9:00-17:00,9:00-17:00,9:00-17:00,9:00-17:00,9:00-17:00,10:00-16:00,Closed,true,true,false,false
Lodge Differdange,"Quality hotel services in Differdange, Luxembourg. Professional and reliable business serving the local community.",14,info@lodgedifferdange.com,+72-642-3161,https://www.lodgedifferdange.com,609 Queen Street,Differdange,Luxembourg,18186,47.102407,8.854864,9:00-17:00,9:00-17:00,9:00-17:00,9:00-17:00,9:00-17:00,10:00-16:00,Closed,true,true,false,true
Lodge Valletta,"Quality hotel services in Valletta, Malta. Professional and reliable business serving the local community.",14,info@lodgevalletta.com,+54-927-1818,https://www.lodgevalletta.com,33 King Street,Valletta,Malta,65749,49.542377,-9.997095,9:00-17:00,9:00-17:00,9:00-17:00,9:00-17:00,9:00-17:00,10:00-16:00,Closed,true,true,false,false
Kraków Resort,"Quality hotel services in Kraków, Poland. Professional and reliable business serving the local community.",14,info@krakówresort.com,+94-875-9566,https://www.krakówresort.com,399 Main Street,Kraków,Poland,69456,43.357255,26.928377,9:00-17:00,9:00-17:00,9:00-17:00,9:00-17:00,9:00-17:00,10:00-16:00,Closed,true,true,false,true
Lodge Cluj-Napoca,"Quality hotel services in Cluj-Napoca, Romania. Professional and reliable business serving the local community.",14,info@lodgecluj-napoca.com,+79-366-5573,https://www.lodgecluj-napoca.com,99 Main Street,Cluj-Napoca,Romania,62291,65.202516,18.211767,9:00-17:00,9:00-17:00,9:00-17:00,9:00-17:00,9:00-17:00,10:00-16:00,Closed,true,true,false,false
Lodge Žilina,"Quality hotel services in Žilina, Slovakia. Professional and reliable business serving the local community.",14,info@lodgežilina.com,+44-453-3939,https://www.lodgežilina.com,580 King Street,Žilina,Slovakia,41628,54.679714,21.899932,9:00-17:00,9:00-17:00,9:00-17:00,9:00-17:00,9:00-17:00,10:00-16:00,Closed,true,true,false,true
Grand Kranj,"Quality hotel services in Kranj, Slovenia. Professional and reliable business serving the local community.",14,info@grandkranj.com,+85-895-5160,https://www.grandkranj.com,513 Church Street,Kranj,Slovenia,49496,36.839691,5.403824,9:00-17:00,9:00-17:00,9:00-17:00,9:00-17:00,9:00-17:00,10:00-16:00,Closed,true,true,false,true
Stay Stockholm,"Quality hotel services in Stockholm, Sweden. Professional and reliable business serving the local community.",14,info@staystockholm.com,+46-887-6287,https://www.staystockholm.com,759 High Street,Stockholm,Sweden,90009,38.217067,16.820554,9:00-17:00,9:00-17:00,9:00-17:00,9:00-17:00,9:00-17:00,10:00-16:00,Closed,true,true,false,true
Premium Salzburg,"Quality hotels services in Salzburg, Austria. Professional and reliable business serving the local community.",55,info@premiumsalzburg.com,+85-260-9863,https://www.premiumsalzburg.com,814 Church Street,Salzburg,Austria,71974,64.955593,1.271935,9:00-17:00,9:00-17:00,9:00-17:00,9:00-17:00,9:00-17:00,10:00-16:00,Closed,true,true,false,false
Premium Plovdiv,"Quality hotels services in Plovdiv, Bulgaria. Professional and reliable business serving the local community.",55,info@premiumplovdiv.com,+68-175-7138,https://www.premiumplovdiv.com,115 High Street,Plovdiv,Bulgaria,64725,47.021836,20.766932,9:00-17:00,9:00-17:00,9:00-17:00,9:00-17:00,9:00-17:00,10:00-16:00,Closed,true,true,false,false
Luxury Zagreb,"Quality hotels services in Zagreb, Croatia. Professional and reliable business serving the local community.",55,info@luxuryzagreb.com,+70-683-1406,https://www.luxuryzagreb.com,699 Queen Street,Zagreb,Croatia,21727,39.546552,19.00205,9:00-17:00,9:00-17:00,9:00-17:00,9:00-17:00,9:00-17:00,10:00-16:00,Closed,true,true,false,true
Resort Paphos,"Quality hotels services in Paphos, Cyprus. Professional and reliable business serving the local community.",55,info@resortpaphos.com,+78-178-3522,https://www.resortpaphos.com,580 Queen Street,Paphos,Cyprus,63660,41.596367,6.442491,9:00-17:00,9:00-17:00,9:00-17:00,9:00-17:00,9:00-17:00,10:00-16:00,Closed,true,true,false,false
Resort Liberec,"Quality hotels services in Liberec, Czech Republic. Professional and reliable business serving the local community.",55,info@resortliberec.com,+42-349-3528,https://www.resortliberec.com,454 Main Street,Liberec,Czech Republic,31978,63.502164,-3.589372,9:00-17:00,9:00-17:00,9:00-17:00,9:00-17:00,9:00-17:00,10:00-16:00,Closed,true,true,false,true
Aarhus Palace,"Quality hotels services in Aarhus, Denmark. Professional and reliable business serving the local community.",55,info@aarhuspalace.com,+44-667-7576,https://www.aarhuspalace.com,727 High Street,Aarhus,Denmark,70771,51.521364,-0.471862,9:00-17:00,9:00-17:00,9:00-17:00,9:00-17:00,9:00-17:00,10:00-16:00,Closed,true,true,false,true
Resort Narva,"Quality hotels services in Narva, Estonia. Professional and reliable business serving the local community.",55,info@resortnarva.com,+69-890-7084,https://www.resortnarva.com,441 Queen Street,Narva,Estonia,23135,67.36654,20.490456,9:00-17:00,9:00-17:00,9:00-17:00,9:00-17:00,9:00-17:00,10:00-16:00,Closed,true,true,false,false
Oulu Palace,"Quality hotels services in Oulu, Finland. Professional and reliable business serving the local community.",55,info@oulupalace.com,+54-247-5465,https://www.oulupalace.com,652 Main Street,Oulu,Finland,25078,68.522224,-7.344288,9:00-17:00,9:00-17:00,9:00-17:00,9:00-17:00,9:00-17:00,10:00-16:00,Closed,true,true,false,false
Patras Palace,"Quality hotels services in Patras, Greece. Professional and reliable business serving the local community.",55,info@patraspalace.com,+45-294-7288,https://www.patraspalace.com,955 High Street,Patras,Greece,48007,42.949797,-4.479653,9:00-17:00,9:00-17:00,9:00-17:00,9:00-17:00,9:00-17:00,10:00-16:00,Closed,true,true,false,true
Hotel Miskolc,"Quality hotels services in Miskolc, Hungary. Professional and reliable business serving the local community.",55,info@hotelmiskolc.com,+58-346-5385,https://www.hotelmiskolc.com,849 High Street,Miskolc,Hungary,18646,54.234695,10.80816,9:00-17:00,9:00-17:00,9:00-17:00,9:00-17:00,9:00-17:00,10:00-16:00,Closed,true,true,false,false
Hotel Dublin,"Quality hotels services in Dublin, Ireland. Professional and reliable business serving the local community.",55,info@hoteldublin.com,+74-975-1035,https://www.hoteldublin.com,695 Queen Street,Dublin,Ireland,23235,51.895707,-2.121385,9:00-17:00,9:00-17:00,9:00-17:00,9:00-17:00,9:00-17:00,10:00-16:00,Closed,true,true,false,false
Premium Milan,"Quality hotels services in Milan, Italy. Professional and reliable business serving the local community.",55,info@premiummilan.com,+69-512-3607,https://www.premiummilan.com,28 High Street,Milan,Italy,96474,56.34505,27.991974,9:00-17:00,9:00-17:00,9:00-17:00,9:00-17:00,9:00-17:00,10:00-16:00,Closed,true,true,false,true
Hotel Daugavpils,"Quality hotels services in Daugavpils, Latvia. Professional and reliable business serving the local community.",55,info@hoteldaugavpils.com,+64-816-1717,https://www.hoteldaugavpils.com,643 Church Street,Daugavpils,Latvia,66341,67.546618,29.749739,9:00-17:00,9:00-17:00,9:00-17:00,9:00-17:00,9:00-17:00,10:00-16:00,Closed,true,true,false,false
Resort Vilnius,"Quality hotels services in Vilnius, Lithuania. Professional and reliable business serving the local community.",55,info@resortvilnius.com,+39-335-9728,https://www.resortvilnius.com,14 King Street,Vilnius,Lithuania,69396,40.54068,25.476672,9:00-17:00,9:00-17:00,9:00-17:00,9:00-17:00,9:00-17:00,10:00-16:00,Closed,true,true,false,true
Hotel Dudelange,"Quality hotels services in Dudelange, Luxembourg. Professional and reliable business serving the local community.",55,info@hoteldudelange.com,+65-819-7006,https://www.hoteldudelange.com,646 Main Street,Dudelange,Luxembourg,58133,45.830078,29.384984,9:00-17:00,9:00-17:00,9:00-17:00,9:00-17:00,9:00-17:00,10:00-16:00,Closed,true,true,false,false
Luxury Qormi,"Quality hotels services in Qormi, Malta. Professional and reliable business serving the local community.",55,info@luxuryqormi.com,+80-296-7660,https://www.luxuryqormi.com,340 King Street,Qormi,Malta,41002,47.505483,-9.526122,9:00-17:00,9:00-17:00,9:00-17:00,9:00-17:00,9:00-17:00,10:00-16:00,Closed,true,true,false,false
Wrocław Palace,"Quality hotels services in Wrocław, Poland. Professional and reliable business serving the local community.",55,info@wrocławpalace.com,+94-670-7267,https://www.wrocławpalace.com,514 Church Street,Wrocław,Poland,21589,55.885511,22.469126,9:00-17:00,9:00-17:00,9:00-17:00,9:00-17:00,9:00-17:00,10:00-16:00,Closed,true,true,false,false
Resort Iași,"Quality hotels services in Iași, Romania. Professional and reliable business serving the local community.",55,info@resortiași.com,+87-677-4929,https://www.resortiași.com,948 Main Street,Iași,Romania,72571,63.908533,3.025472,9:00-17:00,9:00-17:00,9:00-17:00,9:00-17:00,9:00-17:00,10:00-16:00,Closed,true,true,false,false
Premium Banská Bystrica,"Quality hotels services in Banská Bystrica, Slovakia. Professional and reliable business serving the local community.",55,info@premiumbanskábystrica.com,+59-869-1293,https://www.premiumbanskábystrica.com,266 Queen Street,Banská Bystrica,Slovakia,97268,53.178713,3.625793,9:00-17:00,9:00-17:00,9:00-17:00,9:00-17:00,9:00-17:00,10:00-16:00,Closed,true,true,false,false
Resort Maribor,"Quality hotels services in Maribor, Slovenia. Professional and reliable business serving the local community.",55,info@resortmaribor.com,+67-102-6001,https://www.resortmaribor.com,683 Church Street,Maribor,Slovenia,73367,37.479673,-2.013347,9:00-17:00,9:00-17:00,9:00-17:00,9:00-17:00,9:00-17:00,10:00-16:00,Closed,true,true,false,true
Premium Malmö,"Quality hotels services in Malmö, Sweden. Professional and reliable business serving the local community.",55,info@premiummalmö.com,+58-203-1825,https://www.premiummalmö.com,888 Queen Street,Malmö,Sweden,42114,38.271976,23.094708,9:00-17:00,9:00-17:00,9:00-17:00,9:00-17:00,9:00-17:00,10:00-16:00,Closed,true,true,false,true
Protect Vienna,"Quality insurance agencies services in Vienna, Austria. Professional and reliable business serving the local community.",28,info@protectvienna.com,+65-784-1503,https://www.protectvienna.com,630 High Street,Vienna,Austria,76144,43.212813,11.99552,9:00-17:00,9:00-17:00,9:00-17:00,9:00-17:00,9:00-17:00,10:00-16:00,Closed,true,true,false,true
Insurance Plovdiv,"Quality insurance agencies services in Plovdiv, Bulgaria. Professional and reliable business serving the local community.",28,info@insuranceplovdiv.com,+65-622-1991,https://www.insuranceplovdiv.com,534 King Street,Plovdiv,Bulgaria,75851,62.696993,29.120505,9:00-17:00,9:00-17:00,9:00-17:00,9:00-17:00,9:00-17:00,10:00-16:00,Closed,true,true,false,true
Protect Rijeka,"Quality insurance agencies services in Rijeka, Croatia. Professional and reliable business serving the local community.",28,info@protectrijeka.com,+98-436-5621,https://www.protectrijeka.com,397 High Street,Rijeka,Croatia,61104,41.348762,12.319686,9:00-17:00,9:00-17:00,9:00-17:00,9:00-17:00,9:00-17:00,10:00-16:00,Closed,true,true,false,true
Insurance Nicosia,"Quality insurance agencies services in Nicosia, Cyprus. Professional and reliable business serving the local community.",28,info@insurancenicosia.com,+42-455-3795,https://www.insurancenicosia.com,220 High Street,Nicosia,Cyprus,63371,49.254401,23.406833,9:00-17:00,9:00-17:00,9:00-17:00,9:00-17:00,9:00-17:00,10:00-16:00,Closed,true,true,false,false
Insurance Ostrava,"Quality insurance agencies services in Ostrava, Czech Republic. Professional and reliable business serving the local community.",28,info@insuranceostrava.com,+39-975-7898,https://www.insuranceostrava.com,463 High Street,Ostrava,Czech Republic,33186,64.289321,17.675047,9:00-17:00,9:00-17:00,9:00-17:00,9:00-17:00,9:00-17:00,10:00-16:00,Closed,true,true,false,true
Protect Odense,"Quality insurance agencies services in Odense, Denmark. Professional and reliable business serving the local community.",28,info@protectodense.com,+98-296-9359,https://www.protectodense.com,817 Main Street,Odense,Denmark,15384,68.739184,12.404133,9:00-17:00,9:00-17:00,9:00-17:00,9:00-17:00,9:00-17:00,10:00-16:00,Closed,true,true,false,true
Insurance Pärnu,"Quality insurance agencies services in Pärnu, Estonia. Professional and reliable business serving the local community.",28,info@insurancepärnu.com,+66-320-9260,https://www.insurancepärnu.com,779 Main Street,Pärnu,Estonia,96444,66.599436,16.30945,9:00-17:00,9:00-17:00,9:00-17:00,9:00-17:00,9:00-17:00,10:00-16:00,Closed,true,true,false,false
Shield Espoo,"Quality insurance agencies services in Espoo, Finland. Professional and reliable business serving the local community.",28,info@shieldespoo.com,+61-143-9803,https://www.shieldespoo.com,603 King Street,Espoo,Finland,24961,54.988607,15.376625,9:00-17:00,9:00-17:00,9:00-17:00,9:00-17:00,9:00-17:00,10:00-16:00,Closed,true,true,false,false
Safe Larissa,"Quality insurance agencies services in Larissa, Greece. Professional and reliable business serving the local community.",28,info@safelarissa.com,+44-277-1179,https://www.safelarissa.com,262 High Street,Larissa,Greece,51610,40.033336,21.085389,9:00-17:00,9:00-17:00,9:00-17:00,9:00-17:00,9:00-17:00,10:00-16:00,Closed,true,true,false,true
Safe Pécs,"Quality insurance agencies services in Pécs, Hungary. Professional and reliable business serving the local community.",28,info@safepécs.com,+71-276-4906,https://www.safepécs.com,947 King Street,Pécs,Hungary,54454,42.404277,23.554146,9:00-17:00,9:00-17:00,9:00-17:00,9:00-17:00,9:00-17:00,10:00-16:00,Closed,true,true,false,false
Protect Dublin,"Quality insurance agencies services in Dublin, Ireland. Professional and reliable business serving the local community.",28,info@protectdublin.com,+75-819-2169,https://www.protectdublin.com,505 Queen Street,Dublin,Ireland,74807,56.00202,22.179821,9:00-17:00,9:00-17:00,9:00-17:00,9:00-17:00,9:00-17:00,10:00-16:00,Closed,true,true,false,true
Safe Turin,"Quality insurance agencies services in Turin, Italy. Professional and reliable business serving the local community.",28,info@safeturin.com,+53-784-2937,https://www.safeturin.com,124 Main Street,Turin,Italy,52926,59.763429,12.277121,9:00-17:00,9:00-17:00,9:00-17:00,9:00-17:00,9:00-17:00,10:00-16:00,Closed,true,true,false,false
Safe Jūrmala,"Quality insurance agencies services in Jūrmala, Latvia. Professional and reliable business serving the local community.",28,info@safejūrmala.com,+30-209-6739,https://www.safejūrmala.com,862 Queen Street,Jūrmala,Latvia,57767,46.997738,26.026342,9:00-17:00,9:00-17:00,9:00-17:00,9:00-17:00,9:00-17:00,10:00-16:00,Closed,true,true,false,true
Protect Vilnius,"Quality insurance agencies services in Vilnius, Lithuania. Professional and reliable business serving the local community.",28,info@protectvilnius.com,+88-410-9959,https://www.protectvilnius.com,614 King Street,Vilnius,Lithuania,72905,63.923787,-1.776262,9:00-17:00,9:00-17:00,9:00-17:00,9:00-17:00,9:00-17:00,10:00-16:00,Closed,true,true,false,true
Insurance Differdange,"Quality insurance agencies services in Differdange, Luxembourg. Professional and reliable business serving the local community.",28,info@insurancedifferdange.com,+49-697-2271,https://www.insurancedifferdange.com,297 Church Street,Differdange,Luxembourg,89536,55.532221,3.684881,9:00-17:00,9:00-17:00,9:00-17:00,9:00-17:00,9:00-17:00,10:00-16:00,Closed,true,true,false,false
Protect Valletta,"Quality insurance agencies services in Valletta, Malta. Professional and reliable business serving the local community.",28,info@protectvalletta.com,+91-182-7114,https://www.protectvalletta.com,185 Queen Street,Valletta,Malta,87558,62.765595,22.564689,9:00-17:00,9:00-17:00,9:00-17:00,9:00-17:00,9:00-17:00,10:00-16:00,Closed,true,true,false,false
Łódź Cover,"Quality insurance agencies services in Łódź, Poland. Professional and reliable business serving the local community.",28,info@łódźcover.com,+35-551-3962,https://www.łódźcover.com,668 High Street,Łódź,Poland,58184,58.748707,18.642951,9:00-17:00,9:00-17:00,9:00-17:00,9:00-17:00,9:00-17:00,10:00-16:00,Closed,true,true,false,true
Insurance Bucharest,"Quality insurance agencies services in Bucharest, Romania. Professional and reliable business serving the local community.",28,info@insurancebucharest.com,+97-715-1685,https://www.insurancebucharest.com,77 Church Street,Bucharest,Romania,11451,50.09223,11.820445,9:00-17:00,9:00-17:00,9:00-17:00,9:00-17:00,9:00-17:00,10:00-16:00,Closed,true,true,false,false
Shield Košice,"Quality insurance agencies services in Košice, Slovakia. Professional and reliable business serving the local community.",28,info@shieldkošice.com,+62-501-9780,https://www.shieldkošice.com,104 King Street,Košice,Slovakia,83245,37.293081,1.896699,9:00-17:00,9:00-17:00,9:00-17:00,9:00-17:00,9:00-17:00,10:00-16:00,Closed,true,true,false,true
Insurance Ljubljana,"Quality insurance agencies services in Ljubljana, Slovenia. Professional and reliable business serving the local community.",28,info@insuranceljubljana.com,+99-380-9422,https://www.insuranceljubljana.com,145 Main Street,Ljubljana,Slovenia,32291,49.581114,-4.384626,9:00-17:00,9:00-17:00,9:00-17:00,9:00-17:00,9:00-17:00,10:00-16:00,Closed,true,true,false,false
Safe Uppsala,"Quality insurance agencies services in Uppsala, Sweden. Professional and reliable business serving the local community.",28,info@safeuppsala.com,+91-603-5013,https://www.safeuppsala.com,489 Main Street,Uppsala,Sweden,54003,56.703273,22.616983,9:00-17:00,9:00-17:00,9:00-17:00,9:00-17:00,9:00-17:00,10:00-16:00,Closed,true,true,false,false
Pasta Salzburg,"Quality italian restaurants services in Salzburg, Austria. Professional and reliable business serving the local community.",26,info@pastasalzburg.com,+43-794-7718,https://www.pastasalzburg.com,451 Church Street,Salzburg,Austria,27625,36.997828,16.948564,9:00-17:00,9:00-17:00,9:00-17:00,9:00-17:00,9:00-17:00,10:00-16:00,Closed,true,true,false,false
Italian Varna,"Quality italian restaurants services in Varna, Bulgaria. Professional and reliable business serving the local community.",26,info@italianvarna.com,+63-153-4735,https://www.italianvarna.com,351 High Street,Varna,Bulgaria,76876,48.067472,-6.340155,9:00-17:00,9:00-17:00,9:00-17:00,9:00-17:00,9:00-17:00,10:00-16:00,Closed,true,true,false,false
Osijek Trattoria,"Quality italian restaurants services in Osijek, Croatia. Professional and reliable business serving the local community.",26,info@osijektrattoria.com,+57-834-6478,https://www.osijektrattoria.com,477 Queen Street,Osijek,Croatia,48979,50.240588,-4.514889,9:00-17:00,9:00-17:00,9:00-17:00,9:00-17:00,9:00-17:00,10:00-16:00,Closed,true,true,false,true
Roma Paphos,"Quality italian restaurants services in Paphos, Cyprus. Professional and reliable business serving the local community.",26,info@romapaphos.com,+94-310-2488,https://www.romapaphos.com,44 High Street,Paphos,Cyprus,10843,58.621618,-2.017697,9:00-17:00,9:00-17:00,9:00-17:00,9:00-17:00,9:00-17:00,10:00-16:00,Closed,true,true,false,true
Bella Prague,"Quality italian restaurants services in Prague, Czech Republic. Professional and reliable business serving the local community.",26,info@bellaprague.com,+89-686-3526,https://www.bellaprague.com,92 Main Street,Prague,Czech Republic,86845,41.006292,-4.930041,9:00-17:00,9:00-17:00,9:00-17:00,9:00-17:00,9:00-17:00,10:00-16:00,Closed,true,true,false,false
Copenhagen Trattoria,"Quality italian restaurants services in Copenhagen, Denmark. Professional and reliable business serving the local community.",26,info@copenhagentrattoria.com,+64-846-2008,https://www.copenhagentrattoria.com,20 Church Street,Copenhagen,Denmark,96938,44.267977,-4.516138,9:00-17:00,9:00-17:00,9:00-17:00,9:00-17:00,9:00-17:00,10:00-16:00,Closed,true,true,false,false
