name,description,address,phone_number,website,email,category,city,country,postal_code,latitude,longitude,monday_hours,tuesday_hours,wednesday_hours,thursday_hours,friday_hours,saturday_hours,sunday_hours,is_active,is_public,is_featured
KONZEPT WEISS HAMBURG Zahnaufhellung,Professional dentist services.,"Neue ABC-Straße 10, 20354 Hamburg, Germany",01523 6949503,https://konzept-weiss.de/pages/hamburg,info@konzeptweisshamburgzahnaufhellung.com,Dentist,Hamburg,Germany,,53.555237,9.986356,,,,,,,,true,true,false
KOP11 - Kiné Ostéo Paris 11,Professional physiotherapist services.,"11 Rue René Villermé, 75011 Paris, France",09 81 76 54 73,http://www.kop11.fr/,info@kop11kineosteoparis11.com,Physiotherapy,Paris,France,,48.861784,2.386181,,,,,,,,true,true,false
KPMG AG Wirtschaftsprüfungsgesellschaft,Professional accounting services.,"Fuhlentwiete 5, 20355 Hamburg, Germany",040 320150,https://kpmg.com/de/de/home/ueber-kpmg/standorte/hamburg-1.html,info@kpmgagwirtschaftsprufungsgesellschaft.com,Accounting Firms,Hamburg,Germany,,53.553315,9.984984,,,,,,,,true,true,false
KTM GST Berlin (Biesdorf),Professional store services.,"Grabensprung 8, 12683 Berlin, Germany",030 530005300,https://ktm-berlin.de/,info@ktmgstberlinbiesdorf.com,Retail,Berlin,Germany,,52.507903,13.552427,,,,,,,,true,true,false
KUMO PATISSERIE,Professional bakery services.,"3 Rue Saint-Pantaléon, 31000 Toulouse, France",05 61 22 19 31,https://www.ubereats.com/fr/store/kumo-patisserie/8bWQBCOVXOK7usnvQMVvzA?mod=storeDeliveryTime&modctx=%257B%2522entryPoint%2522%253A%2522store-auto-surface%2522%252C%2522encodedStoreUuid%2522%253A%25228bWQBCOVXOK7usnvQMVvzA%2522%257D&ps=1,info@kumopatisserie.com,Pastry Shops,Toulouse,France,,43.603047,1.444771,,,,,,,,true,true,false
KYMCO CENTER BARCELONA,Professional store services.,"Carrer de Calvet, 61, Sarrià-Sant Gervasi, 08021 Barcelona, Spain",932 41 98 90,http://motosturo.com/,info@kymcocenterbarcelona.com,Retail,Barcelona,Spain,,41.396243,2.141528,,,,,,,,true,true,false
Kafenion Barcelona,Professional cafe services.,"Carrer de Pau Claris, 128, L'Eixample, 08009 Barcelona, Spain",,https://www.kafenion.eu/,info@kafenionbarcelona.com,Cafés & Coffee,Barcelona,Spain,,41.39308,2.167066,,,,,,,,true,true,false
Kaffee Momente Berlin - Café Berlin,Professional coffee shop services.,"Bötzowstraße 21, 10407 Berlin, Germany",01573 2192174,https://kaffee-momente.eatbu.com/?lang=de,info@kaffeemomenteberlincafeberlin.com,Retail,Berlin,Germany,,52.530989,13.432951,,,,,,,,true,true,false
Kaffeemuseum Burg,Professional food store services.,"St. Annenufer 2, 20457 Hamburg, Germany",040 55204258,https://www.kaffeemuseum-burg.de/,info@kaffeemuseumburg.com,Asian Restaurants,Hamburg,Germany,,53.544775,9.996724,,,,,,,,true,true,false
Kaffeina Brunch & Specialty Coffee - El Carmen,Professional brunch restaurant services.,"C/ del Mur de Santa Anna, 4, Ciutat Vella, 46003 València, Valencia, Spain",674 00 60 56,https://www.instagram.com/kaffeinavalencia/?igshid=MzRlODBiNWFlZA==,info@kaffeinabrunchspecialtycoffeeelcarmen.com,Asian Restaurants,Valencia,Spain,,39.47838,-0.374633,,,,,,,,true,true,false
Kafé Stockholm,Professional restaurant services.,"10 Rue Saint-Polycarpe, 69001 Lyon, France",04 78 30 97 06,,info@kafestockholm.com,Restaurant,Lyon,France,,45.76898,4.834227,,,,,,,,true,true,false
Kaizen Consulting,Professional consultant services.,"C/ de Ciril Amorós, 62A, piso 2, L'Eixample, 46004 València, Valencia, Spain",961 07 48 07,http://kaizenconsulting.es/,info@kaizenconsulting.com,Business Consultants,Valencia,Spain,,39.468532,-0.368161,,,,,,,,true,true,false
Kamai Spa - Spa Privado en Madrid - Plaza Castilla,Professional spa services.,"C. del Nardo, 2, local 13, Tetuán, 28029 Madrid, Spain",640 56 47 11,https://kamaispa.com/?utm_source=google&utm_medium=mybusiness&utm_campaign=mybusiness&utm_content=kamai,info@kamaispaspaprivadoenmadridplazacastilla.com,Spas,Madrid,Spain,,40.465777,-3.692882,,,,,,,,true,true,false
Kant Kino,Professional movie theater services.,"Kantstraße 54, 10627 Berlin, Germany",030 3199866,https://yorck.de/kinos/kant-kino,info@kantkino.com,Cinemas,Berlin,Germany,,52.506783,13.308327,,,,,,,,true,true,false
Kanzlei CleverLaw,Professional lawyer services.,"Jungfernstieg 44, 20354 Hamburg, Germany",040 284076660,https://cleverlaw.de/,info@kanzleicleverlaw.com,Legal Services,Hamburg,Germany,,53.554739,9.989612,,,,,,,,true,true,false
Kanzlei Ersöz (SERS RA GmbH),Professional lawyer services.,"Kurfürstendamm 167 - 168, 10707 Berlin, Germany",030 28858295,https://visa-lawyer-germany.com/,info@kanzleiersozsersragmbh.com,Legal Services,Berlin,Germany,,52.499897,13.308469,,,,,,,,true,true,false
Kanzlei Rechtsanwalt Grueneberg,Professional lawyer services.,"Kurfürstendamm 167-168, 10707 Berlin, Germany",030 57705775,http://www.kanzlei-grueneberg.de/,info@kanzleirechtsanwaltgrueneberg.com,Legal Services,Berlin,Germany,,52.499795,13.308458,,,,,,,,true,true,false
Kanzlei am Südstern,Professional consultant services.,"Gneisenaustraße 51, 10961 Berlin, Germany",030 69533096,http://kanzlei-am-suedstern.de/,info@kanzleiamsudstern.com,Business Consultants,Berlin,Germany,,52.489336,13.403623,,,,,,,,true,true,false
Kapital,"Opulent, 7-story nightclub with multiple bars & a rooftop, for live music, karaoke & dance parties.","C. de Atocha, 125, 7º, Centro, 28012 Madrid, Spain",914 20 29 06,http://www.teatrokapital.com/,info@kapital.com,Entertainment & Nightlife,Madrid,Spain,,40.409761,-3.693108,,,,,,,,true,true,false
Kardynal | Expert-Comptable à Lyon,Professional consultant services.,"24 Rue Childebert, 69002 Lyon, France",04 82 53 72 00,https://kardynal.fr/,info@kardynalexpertcomptablealyon.com,Business Consultants,Lyon,France,,45.760067,4.837293,,,,,,,,true,true,false
Karen Hallam Joyeria Artesanal,Professional jewelry store services.,"Tr.ª de Belén, 2, local 1, Centro, 28004 Madrid, Spain",600 16 62 56,https://karenhallam.com/,info@karenhallamjoyeriaartesanal.com,Jewelry Stores,Madrid,Spain,,40.423985,-3.696416,,,,,,,,true,true,false
Karma,"Open since 1978, this basic nightspot features rock music from the 1960s to the present.","Pl. Reial, 10, Ciutat Vella, 08002 Barcelona, Spain",933 02 56 80,http://www.karmadisco.com/,info@karma.com,Entertainment & Nightlife,Barcelona,Spain,,41.380254,2.175656,,,,,,,,true,true,false
Kater Blau,"Unpretentious club with a riverside terrace, hosting DJ-led all-night parties with a techno vibe.","Holzmarktstraße 25, 10243 Berlin, Germany",,http://www.katerblau.de/,info@katerblau.com,Entertainment & Nightlife,Berlin,Germany,,52.511926,13.425388,,,,,,,,true,true,false
Kauf Dich Glücklich Mode,Professional clothing store services.,"Rosenthaler Str. 17, 10119 Berlin, Germany",030 28878817,http://www.kaufdichgluecklich-shop.de/,info@kaufdichglucklichmode.com,Clothing Store,Berlin,Germany,,52.526896,13.403248,,,,,,,,true,true,false
Kaufland,Professional supermarket services.,"Schnellerstraße 21, 12439 Berlin, Germany",030 2520370,https://www.filiale.kaufland.de/?cid=F3183B02C1200K01000W01030000D1000E1000F1000G1000H1000,info@kaufland.com,Supermarkets,Berlin,Germany,,52.456419,13.509209,,,,,,,,true,true,false
Kaufland Berlin-Mitte,Professional supermarket services.,"Parkplatz über Rochstraße zu erreichen, Karl-Liebknecht-Str. 13, 10178 Berlin, Germany",030 240888290,https://www.filiale.kaufland.de/?cid=F3183B02C1200K01000W01030000D1000E1000F1000G1000H1000,info@kauflandberlinmitte.com,Supermarkets,Berlin,Germany,,52.522327,13.40808,,,,,,,,true,true,false
Kaufland Hamburg-Bahrenfeld,Professional supermarket services.,"Stresemannstraße 300, 22761 Hamburg, Germany",040 851504990,https://www.filiale.kaufland.de/?cid=F3183B02C1200K01000W01030000D1000E1000F1000G1000H1000,info@kauflandhamburgbahrenfeld.com,Supermarkets,Hamburg,Germany,,53.563401,9.931834,,,,,,,,true,true,false
Kawaii Café,Professional coffee shop services.,"C. de Felipe III, 4, Centro, 28012 Madrid, Spain",,https://kawaiicafe.es/,info@kawaiicafe.com,Retail,Madrid,Spain,,40.416005,-3.707047,,,,,,,,true,true,false
Keita One Salon de Coiffure,Professional hair salon services.,"11 Rue de l'Académie, 13001 Marseille, France",06 05 79 65 36,https://keita-coiffure-marseille.fr/,info@keitaonesalondecoiffure.com,Beauty Salon,Marseille,France,,43.295934,5.380836,,,,,,,,true,true,false
Kensington School,Professional school services.,"Carrer dels Cavallers, 31, 33, Les Corts, 08034 Barcelona, Spain",932 03 54 57,http://www.kensingtonschoolbcn.com/,info@kensingtonschool.com,Schools,Barcelona,Spain,,41.38968,2.110154,,,,,,,,true,true,false
Kentucky Fried Chicken,"Restaurant chain known for its buckets of fried chicken, plus combo meals & sides.","Cologne Central Station, Trankgasse 11, 50667 Köln, Germany",032 212619148,https://www.kfc.de/,info@kentuckyfriedchicken.com,Fast Food,Cologne,Germany,,50.943241,6.958915,,,,,,,,true,true,false
Keobiz - Cabinet d'expert-comptable Paris 9ème,Professional consultant services.,"20 Rue d'Athènes, 75009 Paris, France",01 76 41 05 60,https://www.keobiz.fr/nous-contacter/,info@keobizcabinetdexpertcomptableparis9eme.com,Business Consultants,Paris,France,,48.878085,2.327691,,,,,,,,true,true,false
Key Cars Automoción,Professional car dealer services.,"C. de Moreno Nieto, 14, LOCAL 2, Arganzuela, 28005 Madrid, Spain",639 17 61 98,http://www.keycarsautomocion.com/,info@keycarsautomocion.com,Car Dealers,Madrid,Spain,,40.412139,-3.720068,,,,,,,,true,true,false
Khambú Quart,"Funky, modern restaurant specializing in a range of plant-based fast food meals.","C/ de Quart, 41b, Ciutat Vella, 46001 València, Valencia, Spain",963 12 09 01,http://khambu.com/,info@khambuquart.com,Asian Restaurants,Valencia,Spain,,39.475939,-0.382577,,,,,,,,true,true,false
Kili's exklusives Bed & Breakfast,Professional bed and breakfast services.,"Neue Str. 17, 21073 Hamburg, Germany",,,info@kilisexklusivesbedbreakfast.com,Bed & Breakfasts,Hamburg,Germany,,53.46152,9.978601,,,,,,,,true,true,false
Kilo Shop,Professional clothing store services.,"69-71 Rue de la Verrerie, 75004 Paris, France",09 67 13 79 54,https://www.kilo-shop.com/shop/le-marais/?utm_source=google&utm_medium=local&utm_campaign=Multidiffusion&utm_content=330&origin=GMB,info@kiloshop.com,Clothing Store,Paris,France,,48.85815,2.352097,,,,,,,,true,true,false
Kilo Shop Marseille,Professional clothing store services.,"38 Rue Saint-Ferréol, 13001 Marseille, France",09 89 14 51 15,https://www.kilo-shop.com/shop/marseille/?utm_source=google&utm_medium=local&utm_campaign=Multidiffusion&utm_content=000610&origin=GMB,info@kiloshopmarseille.com,Clothing Store,Marseille,France,,43.294106,5.377822,,,,,,,,true,true,false
Kine Kleber,Professional physiotherapist services.,"65 Av. Kléber, 75116 Paris, France",09 60 12 70 74,http://www.kinekleber.com/,info@kinekleber.com,Physiotherapy,Paris,France,,48.866138,2.289946,,,,,,,,true,true,false
Kinepolis,Professional movie theater services.,"Avinguda de Francisco Tomàs I Valiente, s/n, 46980, Valencia, Spain",,https://kinepolis.es/cines/kinepolis-valencia/informacion,info@kinepolis.com,Cinemas,Valencia,Spain,,39.530323,-0.440691,,,,,,,,true,true,false
Kinetiq Ejercicio y Fisioterapia - Gran Vía,Professional physiotherapist services.,"Gran Vía de Ramón y Cajal, 53, Extramurs, 46007 Valencia, Spain",667 75 18 44,https://www.instagram.com/kinetiq.esp?igsh=bGg4b3RyZnI2cGM4&utm_source=qr,info@kinetiqejercicioyfisioterapiagranvia.com,Physiotherapy,Valencia,Spain,,39.467971,-0.383801,,,,,,,,true,true,false
Kings Corner Brasil,Professional restaurant services.,"Carrer del Brasil, 37, L'Olivereta, 46018 València, Valencia, Spain",623 34 67 39,,info@kingscornerbrasil.com,Restaurant,Valencia,Spain,,39.471415,-0.397493,,,,,,,,true,true,false
Kino International,"Cinema opened in 1963 as top GDR venue, offering regular German premieres & high-ceilinged bar area.","Karl-Marx-Allee 33, 10178 Berlin, Germany",030 322931322,https://www.yorck.de/kinos/kino-international,info@kinointernational.com,Cinemas,Berlin,Germany,,52.520478,13.422848,,,,,,,,true,true,false
Kino Intimes,"Compact cinema, founded in 1909, with a program of new releases, art-house & foreign language films.","Boxhagener Str. 107, 10245 Berlin, Germany",030 32592592,https://kino-intimes.de/,info@kinointimes.com,Cinemas,Berlin,Germany,,52.512943,13.458204,,,,,,,,true,true,false
Kino in der Kulturbrauerei,Down-to-earth multi-screen picture house showcasing arthouse movies & blockbusters.,"Schönhauser Allee 36, 10435 Berlin, Germany",,https://www.cinestar.de/berlin-kino-in-der-kulturbrauerei,info@kinoinderkulturbrauerei.com,Cinemas,Berlin,Germany,,52.538739,13.413842,,,,,,,,true,true,false
Kiné Boétie - Kinésithérapie du sport Paris 8,Professional physiotherapist services.,"58 Rue La Boétie, 75008 Paris, France",09 73 23 81 51,http://www.bit.ly/KineBoetie,info@kineboetiekinesitherapiedusportparis8.com,Physiotherapy,Paris,France,,48.87347,2.312658,,,,,,,,true,true,false
Kinépolis movie city,Professional movie theater services.,"C. Edgar Neville, s/n, 28223 Madrid, Spain",,https://kinepolis.es/cines/kinepolis-madrid-ciudad-de-la-imagen,info@kinepolismoviecity.com,Cinemas,Madrid,Spain,,40.393873,-3.79677,,,,,,,,true,true,false
KitKatClub,Professional night club services.,"Köpenicker Straße 76, Brückenstraße 1, 10179 Berlin, Germany",,http://kitkatclub.org/,info@kitkatclub.com,Entertainment & Nightlife,Berlin,Germany,,52.511416,13.417018,,,,,,,,true,true,false
Klein- und Heimtierklinik der FU Berlin,Professional veterinary care services.,"Oertzenweg 19B/Gebäude 1, 14163 Berlin, Germany",030 83862356,http://www.vetmed.fu-berlin.de/einrichtungen/kliniken/we20/,info@kleinundheimtierklinikderfuberlin.com,Veterinary,Berlin,Germany,,52.430467,13.237257,,,,,,,,true,true,false
Kleintiermedizin am Lützowufer,Professional veterinary care services.,"Lützowufer 26, 10787 Berlin, Germany",030 26397900,https://www.vet-berlin.de/,info@kleintiermedizinamlutzowufer.com,Veterinary,Berlin,Germany,,52.506202,13.349332,,,,,,,,true,true,false
"Kleintierpraxis Drs. Reichel-Saar, Schmidt",Professional veterinary care services.,"Wandsbeker Königstraße 50, 22041 Hamburg, Germany",040 27148280,https://tgz-hh.vet/,info@kleintierpraxisdrsreichelsaarschmidt.com,Veterinary,Hamburg,Germany,,53.574739,10.062867,,,,,,,,true,true,false
Kleintierpraxis Ehestorfer way,Professional veterinary care services.,"Ehestorfer Weg 50, 21075 Hamburg, Germany",040 7905744,http://www.kleintierpraxis-ehestorfer-weg.de/,info@kleintierpraxisehestorferway.com,Veterinary,Hamburg,Germany,,53.455227,9.948294,,,,,,,,true,true,false
Kleintierpraxis Flidais-vet Kreuzberg,Professional veterinary care services.,"Wiener Str. 25, 10999 Berlin, Germany",030 6181766,https://www.flidais-vet.de/,info@kleintierpraxisflidaisvetkreuzberg.com,Veterinary,Berlin,Germany,,52.496944,13.4325,,,,,,,,true,true,false
Kleintierspezialisten,Professional veterinary care services.,"Wittestraße 30P, 13509 Berlin, Germany",030 43662200,http://www.kleintierspezialisten.de/,info@kleintierspezialisten.com,Veterinary,Berlin,Germany,,52.58045,13.294775,,,,,,,,true,true,false
Kleintierzentrum Kotzian,Professional veterinary care services.,"Alsterdorfer Str. 255A, 22297 Hamburg, Germany",040 5110707,http://www.tierklinik-kotzian.de/,info@kleintierzentrumkotzian.com,Veterinary,Hamburg,Germany,,53.608223,10.005235,,,,,,,,true,true,false
Klev&Vera International Law Firm,Professional consultant services.,"Carrer de València, 281, 2do, Eixample, 08009 2da, Barcelona, Spain",931 76 01 90,https://www.klevvera.com/?utm_source=google&utm_medium=organic&utm_campaign=gbp-listing,info@klevverainternationallawfirm.com,Business Consultants,Barcelona,Spain,,41.394889,2.165838,,,,,,,,true,true,false
KoRo Café,Professional cafe services.,"Rosa-Luxemburg-Straße 7, 10178 Berlin, Germany",,https://korocafe.de/,info@korocafe.com,Cafés & Coffee,Berlin,Germany,,52.523942,13.409346,,,,,,,,true,true,false
Kokua Barcelona,Family-owned boutique featuring hand-made leather ballerina flats in a variety of bright colors.,"Baixada de la Llibreteria, 4, Ciutat Vella, 08002 Barcelona, Spain",,https://kokuabarcelona.com/,info@kokuabarcelona.com,Shoe Stores,Barcelona,Spain,,41.383506,2.177903,,,,,,,,true,true,false
Kolector Toulouse,Professional shoe store services.,"5 Rue Baronie, 31000 Toulouse, France",05 61 29 88 30,https://kolector.fr/,info@kolectortoulouse.com,Shoe Stores,Toulouse,France,,43.601802,1.444738,,,,,,,,true,true,false
Konditorei & Café Buchwald,"Coffee, traditional Baumkuchen pastries & desserts at a homey cafe with a garden terrace.","Bartningallee 29, 10557 Berlin, Germany",030 3915931,http://www.konditorei-buchwald.de/,info@konditoreicafebuchwald.com,Cafés & Coffee,Berlin,Germany,,52.521205,13.347696,,,,,,,,true,true,false
Koss Sport,Professional physiotherapist services.,"74 Bd Haussmann, 75008 Paris, France",01 44 71 93 74,https://koss-sport.com/?utm_source=google&utm_medium=organic&utm_campaign=gmb_siteweb,info@kosssport.com,Physiotherapy,Paris,France,,48.874058,2.326416,,,,,,,,true,true,false
Kothai Le Shop,Professional shoe store services.,"53 Rue Sainte, 13001 Marseille, France",04 91 33 55 26,,info@kothaileshop.com,Shoe Stores,Marseille,France,,43.292025,5.373584,,,,,,,,true,true,false
Kottident - Dentist in Berlin Kreuzberg,Professional dentist services.,"Adalbertstraße 94, 10999 Berlin, Germany",030 3911155,http://www.kottident.de/,info@kottidentdentistinberlinkreuzberg.com,Dentist,Berlin,Germany,,52.50075,13.418725,,,,,,,,true,true,false
Krautzig,Professional bakery services.,"Schönhauser Allee 126, 10437 Berlin, Germany",030 4485163,http://www.konditorei-krautzig.de/,info@krautzig.com,Pastry Shops,Berlin,Germany,,52.547128,13.41286,,,,,,,,true,true,false
Kreativstorm,Professional consultant services.,"Friedrichstraße 114A, 10117 Berlin, Germany",0211 36870044,https://www.kreativstorm.de/,info@kreativstorm.com,Business Consultants,Berlin,Germany,,52.526636,13.387527,,,,,,,,true,true,false
Kreutziger Automobile GmbH,Professional car dealer services.,"Haldesdorfer Str. 42, 22179 Hamburg, Germany",040 63647500,http://www.kreutziger-automobile.de/,info@kreutzigerautomobilegmbh.com,Car Dealers,Hamburg,Germany,,53.597276,10.072191,,,,,,,,true,true,false
Kreuzberg Car Service,Professional car repair services.,"Lobeckstraße 36, 10969 Berlin, Germany",030 6151753,http://www.kreuzberg-autoservice.de/,info@kreuzbergcarservice.com,Auto Repair,Berlin,Germany,,52.50394,13.407879,,,,,,,,true,true,false
Ktu Barcelona - Concept Store,Professional clothing store services.,"Al lado Parada Metro Fontana L3 (Linea Verde, Carrer d'Astúries, 2, Gràcia, 08012 Barcelona, Spain",931 64 22 72,http://www.ktubarcelona.com/,info@ktubarcelonaconceptstore.com,Clothing Store,Barcelona,Spain,,41.402508,2.152899,,,,,,,,true,true,false
Ku64,Professional dentist services.,"Kurfürstendamm 64, 10707 Berlin, Germany",030 8647320,https://ku64.de/,info@ku64.com,Dentist,Berlin,Germany,,52.500619,13.310665,,,,,,,,true,true,false
Kult,Professional clothing store services.,"Ballindamm 40, 20354 Hamburg, Germany",040 30375997,https://www.kult-olymp-hades.de/,info@kult.com,Clothing Store,Hamburg,Germany,,53.551284,9.996729,,,,,,,,true,true,false
Kunstareal,"Cultural quarter with art, history & science museums in monumental 19th-century exhibition halls.","Maxvorstadt, 80333 Munich, Germany",089 238051203,https://kunstareal.de/,info@kunstareal.com,Tourist Attractions,Munich,Germany,,48.144099,11.569552,,,,,,,,true,true,false
Kunstraum Kreuzberg/Bethanien,Professional art gallery services.,"Mariannenpl. 2, 10997 Berlin, Germany",030 902981454,http://www.kunstraumkreuzberg.de/,info@kunstraumkreuzbergbethanien.com,Art Galleries,Berlin,Germany,,52.50446,13.423787,,,,,,,,true,true,false
Kuppolise.de - Ubezpieczenia w Niemczech,Professional insurance agency services.,"Französische Str. 12, 10117 Berlin, Germany",03331 3009009,http://www.kuppolise.de/,info@kuppolisedeubezpieczeniawniemczech.com,Insurance Agencies,Berlin,Germany,,52.514484,13.386565,,,,,,,,true,true,false
Kurt-Tucholsky-Bibliothek,Professional library services.,"Esmarchstraße 18, 10407 Berlin, Germany",030 902953963,https://www.berlin.de/stadtbibliothek-pankow/bibliotheken/kurt-tucholsky-bibliothek/,info@kurttucholskybibliothek.com,Libraries,Berlin,Germany,,52.532972,13.4322,,,,,,,,true,true,false
Kuzina,"Fashionable, minimalist venue offering Greek à la carte dining & fixed-price menus.","C/ del Comte d'Almodóvar, 4, Ciutat Vella, 46003 València, Valencia, Spain",960 01 35 54,http://www.kuzinavlc.com/,info@kuzina.com,Asian Restaurants,Valencia,Spain,,39.477173,-0.375465,,,,,,,,true,true,false
KÖNIG GALERIE,This gallery hosts art exhibitions & events within the Brutalist concrete St. Agnes church.,"Alexandrinenstraße 118-121, 10969 Berlin, Germany",030 26103080,http://www.koeniggalerie.com/,info@koniggalerie.com,Art Galleries,Berlin,Germany,,52.500634,13.400908,,,,,,,,true,true,false
Köhrich Reifenhandel-Service GmbH,Professional auto parts store services.,"Kaiser-Friedrich-Straße 70, 10627 Berlin, Germany",030 6693390200,http://www.koehrich.com/,info@kohrichreifenhandelservicegmbh.com,Retail,Berlin,Germany,,52.510348,13.302039,,,,,,,,true,true,false
Küpper & Kollegen Berlin GmbH,Professional consultant services.,"Augsburger Str. 33, 10789 Berlin, Germany",030 20859900,https://kuepper-kollegen.de/,info@kupperkollegenberlingmbh.com,Business Consultants,Berlin,Germany,,52.501801,13.334063,,,,,,,,true,true,false
L Bar food & drink,Professional bar services.,"19 Rue du Garet, 69001 Lyon, France",04 78 27 83 18,http://www.instagram.com/lbar_food_drink/,info@lbarfooddrink.com,Bars & Pubs,Lyon,France,,45.766332,4.83699,,,,,,,,true,true,false
L Expert Comptable,Professional consultant services.,"17 Rue Auber, 75009 Paris, France",01 86 76 07 25,https://www.l-expert-comptable.com/,info@lexpertcomptable.com,Business Consultants,Paris,France,,48.872777,2.328481,,,,,,,,true,true,false
L' Air de Famille,Professional restaurant services.,"6 Rue Jules Chalande, 31000 Toulouse, France",05 67 06 54 08,https://airdefamilletoulouse.fr/,info@lairdefamille.com,Restaurant,Toulouse,France,,43.602173,1.444205,,,,,,,,true,true,false
L' Antica Pizzeria Da Michele - Barcelona,"Classic, Neapolitan-style pizzas with a variety of toppings, dished up in a sleek, modern space.","Carrer del Consell de Cent, 336, L'Eixample, 08009 Barcelona, Spain",911 67 76 68,https://www.damichelebcn.com/,info@lanticapizzeriadamichelebarcelona.com,Pizza Restaurants,Barcelona,Spain,,41.392809,2.168174,,,,,,,,true,true,false
L' Antiquaire,"An array of classic & creative cocktails at a low-lit, speakeasy-style bar with a jazz soundtrack.","20 Rue Hippolyte Flandrin, 69001 Lyon, France",09 74 73 54 88,https://www.privateaser.com/lieu/52734-l-Antiquaire,info@lantiquaire.com,Bars & Pubs,Lyon,France,,45.767891,4.830599,,,,,,,,true,true,false
L'ATELIER COIFFEUR Designer Lyon 1er Femme,Professional hair salon services.,"15 Rue Lanterne, 69001 Lyon, France",04 72 98 83 28,https://instagram.com/latelierlyon1,info@lateliercoiffeurdesignerlyon1erfemme.com,Beauty Salon,Lyon,France,,45.766433,4.831943,,,,,,,,true,true,false
L'Abreuvoir,Professional bar services.,"18 Rue Sainte-Catherine, 69001 Lyon, France",,https://www.facebook.com/Abreuvoirofficiel,info@labreuvoir.com,Bars & Pubs,Lyon,France,,45.768162,4.833585,,,,,,,,true,true,false
L'Antica Pizzeria Marengo,"Easygoing destination featuring pizza, housemade desserts & salads, plus outdoor seating.","44 Rue du Général Jean Compans, 31500 Toulouse, France",09 81 31 01 02,http://www.lanticapizzeria.fr/,info@lanticapizzeriamarengo.com,Pizza Restaurants,Toulouse,France,,43.609188,1.455894,,,,,,,,true,true,false
L'Antica Pizzeria da Michele Hamburg,"Italian dining with an emphasis on pizzas in a contemporary, stylish space with a bar.","Bahrenfelder Str. 177-181, 22765 Hamburg, Germany",040 64661906,http://www.damichele-hamburg.de/,info@lanticapizzeriadamichelehamburg.com,Restaurant,Hamburg,Germany,,53.554741,9.928326,,,,,,,,true,true,false
L'Antiquari Gastronòmic,Professional restaurant services.,"Carrer de Neptú, 4, Gràcia, 08006 Barcelona, Spain",936 33 81 04,https://antiquarigastronomic.com/,info@lantiquarigastronomic.com,Restaurant,Barcelona,Spain,,41.397368,2.155138,,,,,,,,true,true,false
L'Atelier d'Amaya,Professional jewelry store services.,"11 Rue Antonin Mercié, 31000 Toulouse, France",05 61 22 49 52,http://www.atelier-amaya.com/,info@latelierdamaya.com,Jewelry Stores,Toulouse,France,,43.601531,1.446127,,,,,,,,true,true,false
L'Atelier de Mado,Professional hair salon services.,"27 Rue Pierre-Paul Riquet, 31000 Toulouse, France",05 61 62 80 26,https://www.latelierdemado.fr/,info@latelierdemado.com,Beauty Salon,Toulouse,France,,43.602919,1.454165,,,,,,,,true,true,false
L'Atelier des Augustins,"Inventive dishes, wine pairing & a surprise tasting menu in a snug space with modern furnishings.","17 Rue Hippolyte Flandrin, 69001 Lyon, France",04 72 00 88 01,http://www.latelierdesaugustins.com/,info@latelierdesaugustins.com,French Restaurants,Lyon,France,,45.767754,4.830834,,,,,,,,true,true,false
L'Atelier du 8,Professional hair salon services.,"93 Rue La Boétie, 75008 Paris, France",06 49 76 29 97,https://www.latelierdu8.com/,info@latelierdu8.com,Beauty Salon,Paris,France,,48.871489,2.307868,,,,,,,,true,true,false
L'Attrape-Mots,Professional book store services.,"212 Rue Paradis, 13006 Marseille, France",04 91 57 08 34,,info@lattrapemots.com,Bookstore,Marseille,France,,43.283563,5.38087,,,,,,,,true,true,false
L'Aurore,Professional jewelry store services.,"34 Rue Saint-Ferréol, 13001 Marseille, France",04 91 54 30 71,https://www.bijouterie-laurore.com/?utm_source=gmb,info@laurore.com,Jewelry Stores,Marseille,France,,43.294495,5.377681,,,,,,,,true,true,false
L'Avant Cour,Professional seafood restaurant services.,"122 Rue du Vallon des Auffes, 13007 Marseille, France",06 34 03 25 92,https://www.lavant-cour-restaurant-marseille.com/,info@lavantcour.com,Asian Restaurants,Marseille,France,,43.285431,5.352216,,,,,,,,true,true,false
L'Entrepôt,Professional shoe store services.,"80 Rue Grignan, 13001 Marseille, France",04 91 54 48 17,http://www.entrepotchaussure.fr/,info@lentrepot.com,Shoe Stores,Marseille,France,,43.291588,5.374061,,,,,,,,true,true,false
"L'Everest Room : Love room, week-end romantique, chambres d'hôtes, piscine, jacuzzi, proche La Valentine, Marseille",Professional bed and breakfast services.,"Av. de la Gare, 13011 Marseille, France",06 51 56 03 50,https://leverestrooms.com/,info@leverestroomloveroomweekendromantiquechambresdhotespiscinejacuzziprochelavalentinemarseille.com,Bed & Breakfasts,Marseille,France,,43.286929,5.498808,,,,,,,,true,true,false
L'Express Bar,Professional restaurant services.,"23 Rue du Roule, 75001 Paris, France",01 72 38 27 40,,info@lexpressbar.com,Restaurant,Paris,France,,48.861123,2.343813,,,,,,,,true,true,false
L'Habilleur,Elegant independent boutique stocking a number of high-end clothing brands for men & women.,"44 Rue de Poitou, 75003 Paris, France",01 48 87 77 12,https://habilleur.fr/,info@lhabilleur.com,Clothing Store,Paris,France,,48.861807,2.36167,,,,,,,,true,true,false
